result,table,_start,_stop,_time,_value,_field,_measurement,host,sensor_id,topic
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:10:00+00:00,27.79333333333333,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:15:00+00:00,27.823333333333323,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:20:00+00:00,27.79999999999999,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:25:00+00:00,27.796551724137917,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:30:00+00:00,27.829999999999988,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:35:00+00:00,27.829999999999984,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:40:00+00:00,27.83103448275861,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:45:00+00:00,27.843333333333323,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:50:00+00:00,27.849999999999984,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 14:55:00+00:00,27.83333333333332,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:00:00+00:00,27.86785714285713,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:05:00+00:00,27.89259259259258,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:10:00+00:00,27.89310344827585,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:15:00+00:00,27.879310344827573,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:20:00+00:00,27.886666666666653,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:25:00+00:00,27.869999999999983,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:30:00+00:00,27.89310344827585,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:35:00+00:00,27.92142857142856,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:40:00+00:00,27.92142857142856,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:45:00+00:00,27.951724137931027,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:50:00+00:00,27.924137931034473,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 15:55:00+00:00,27.93666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:00:00+00:00,27.943333333333324,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:05:00+00:00,27.93793103448275,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:10:00+00:00,27.936666666666657,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:15:00+00:00,27.956666666666663,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:20:00+00:00,27.95666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:25:00+00:00,27.962068965517236,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:30:00+00:00,27.958620689655167,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:35:00+00:00,27.976666666666667,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:40:00+00:00,27.979999999999997,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 16:45:00+00:00,27.986956521739128,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 04:35:00+00:00,24.06666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 04:40:00+00:00,23.93666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 04:45:00+00:00,24.15666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 04:50:00+00:00,24.303999999999995,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 04:55:00+00:00,24.892000000000003,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:00:00+00:00,25.23000000000001,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:05:00+00:00,24.819999999999997,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:10:00+00:00,24.05862068965516,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:15:00+00:00,24.126666666666658,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:20:00+00:00,24.39999999999999,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:25:00+00:00,24.35172413793103,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:30:00+00:00,24.368965517241374,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:35:00+00:00,24.30333333333333,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:40:00+00:00,24.299999999999994,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:45:00+00:00,24.35666666666665,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:50:00+00:00,24.439999999999994,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 05:55:00+00:00,24.44285714285714,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:00:00+00:00,24.410344827586194,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:05:00+00:00,24.39642857142856,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:10:00+00:00,24.360714285714284,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:15:00+00:00,24.364285714285707,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:20:00+00:00,24.476666666666667,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:25:00+00:00,24.648148148148152,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:30:00+00:00,24.553571428571427,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:35:00+00:00,24.45333333333333,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:40:00+00:00,24.5,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:45:00+00:00,24.5,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:50:00+00:00,24.5,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 06:55:00+00:00,24.53000000000001,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:00:00+00:00,24.650000000000002,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:05:00+00:00,24.662068965517253,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:10:00+00:00,24.662068965517246,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:15:00+00:00,25.00689655172414,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:20:00+00:00,25.63448275862068,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:25:00+00:00,25.980000000000004,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:30:00+00:00,26.248275862068954,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:35:00+00:00,26.403448275862058,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:40:00+00:00,26.533333333333342,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:45:00+00:00,26.565517241379318,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,1,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-22 07:48:40.671758+00:00,26.657142857142862,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/00:00:00:00:00:00
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-16 10:10:00+00:00,25.120000000000008,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-16 11:10:00+00:00,25.485714285714288,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-16 11:15:00+00:00,25.5,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:10:00+00:00,24.199999999999996,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:15:00+00:00,24.05,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:20:00+00:00,23.95666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:25:00+00:00,23.94666666666665,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:30:00+00:00,23.71428571428572,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:35:00+00:00,24.451851851851842,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:40:00+00:00,24.734615384615388,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:45:00+00:00,24.513333333333325,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:50:00+00:00,24.236666666666675,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 02:55:00+00:00,23.883333333333336,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:00:00+00:00,23.753333333333323,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:05:00+00:00,23.774999999999995,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:10:00+00:00,23.84666666666665,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:15:00+00:00,23.81333333333333,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:20:00+00:00,23.939999999999998,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:25:00+00:00,23.91666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:30:00+00:00,23.866666666666656,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:35:00+00:00,23.713333333333342,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:40:00+00:00,23.600000000000012,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:45:00+00:00,23.67333333333334,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:50:00+00:00,23.63666666666667,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:55:00+00:00,23.492592592592587,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:00:00+00:00,23.48275862068965,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:05:00+00:00,23.37931034482758,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:10:00+00:00,23.41666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:15:00+00:00,23.35666666666666,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:20:00+00:00,23.289999999999996,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:25:00+00:00,23.362068965517235,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:30:00+00:00,23.327586206896548,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:35:00+00:00,23.310344827586206,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:40:00+00:00,23.23793103448276,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:45:00+00:00,23.11785714285715,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:50:00+00:00,23.066666666666674,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:55:00+00:00,23.13103448275862,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:00:00+00:00,23.43928571428571,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:05:00+00:00,23.413333333333323,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:10:00+00:00,23.369999999999987,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:15:00+00:00,23.389999999999986,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:20:00+00:00,23.367857142857137,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:25:00+00:00,23.470588235294112,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
mean,2,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:30:00+00:00,23.28620689655173,temp,cucumber,f199a2094793,60:55:F9:EC:D4:4E,cucumber/sensors/60:55:F9:EC:D4:4E
